path;avg;block;radial;phash;marr;color
/home/breno/codes/cv/hash-similarity/data/original/89f78370-2f90-456f-b46c-4f6f126f6020.jpg;marr -> 9b49c0e070585c3f83d2693e01b27e04bed8f279384db6c364b21bf87e1b65f0d86cbe4b1f0fdb0c961b2c964b1389c0e07e076592c99389c0fc42d96592d99379381c02593db25b;phash -> ec0192306d05c24c;avg -> fffff7f12101;color -> 1e790cca12727b3f185bb34e28ab2c3e373e177dde05e23dd5ab26f89c83b23d9007e2be88c5753bc80c84471fc1b83cd0f4a7a703d78bbb2e62a96c40cd483f91ccc853487ae53d6815d42fc8015e3d04e5ea49c15d6d3db6f280d91b38e23ae48b9f6e59;block -> ffffffffffffffff3fff3fff3fff07fe07fc010c010801;radial -> 9108
/home/breno/codes/cv/hash-similarity/data/original/862690f0-4f1d-4bd3-bbec-07f28ca2f3d3.jpg;marr -> fa7d3e1f0f8763b1d8da6d3c1e0f070391d8da69348391c8fc7e39da493f9f8ec8db73d89b49a4dc8f8723f1f89b03c6e269389c1e0f2d97c6da61381c1e1f078d24f361387c3e1f;phash -> cbd2faadad6b5a9e;avg -> 181e1e7ffbfff37b;color -> ;block -> ;radial -> 9e
/home/breno/codes/cv/hash-similarity/data/original/28670f13-acc2-4229-913b-9c6b4f258763.jpg;marr -> 27f806edb6b4b7f1b227c9fc9dbdb7e0f2bad2c9e48c8fc791e9dbfe7929292e852f62dbfe435a6b41312d9e7bdbf90b24bd337e4c5be2cfe4fbf07f2e49c5936c3f9e0f0763d1f8;phash -> 73997c3e9cc7c761;avg -> ;color -> 125dd0aa2e8b7b3f9eefd2649d10a83eee;block -> ;radial -> 6ffef658bb7b25
/home/breno/codes/cv/hash-similarity/data/original/464f5599-f9ce-4440-b09d-f08b6a619bf7.jpg;marr -> 4bfdbb6c9b636e49d83e4dd6dc0b4b6a49d81bed9964fb636248c91b6dff1fcfc3664e071ffd84fa425b24b658e8793261f1f96fc9c027ed82e5f92b6e484b0dff381e097b6e484b;phash -> 9b9a67b099cbbe27;avg -> ;color -> 5107e98149b9933fece427724e3c2b3fa82308ee5d72903e1ce648d5f34d783e108a9525a2b30d3d3ce14e57797e093ede7ff0eeff59e9bc808999c86a0fda3f7373ac954546b33f1e0fb04a6a68833f3d33ee25659d4e3f4a4d5e467664c6be5488776d816a30bf4fb34044840daa3e3237cc05a26e633fda9d0924d3ca583e36c7cc63e4211e3ea666bc1436f3e33df8;block -> ;radial -> 8463ff5ed2a7
/home/breno/codes/cv/hash-similarity/data/original/56f840a3-9ad1-4954-95ef-ba6a911b0800.jpg;marr -> a4b63e1f0f07e2166e6b4d3e9b69a6d097b49d6d3c1d4f816f6da4da690b7240594f81a0da49741a42689b69c0d06d3e01bdc91a49802f498164e98e824b3696e903fc8da26f49b4;phash -> b97acdd6525ecfe3;avg -> e0f8349c90c2f0f0;color -> 2ac68bf4e992863f7af907058b9d783eb633b25a26bae63d58e07b08f386aa3d562a8a7999d5833b10f8311f0d19c73ca96744ed4749623b84594dac7f9d573ffe46a508e034113e87a665987b24d13d2240f82ffd01793d7a9ebd0221ed19bb41eb3bd0e289803c4bc98fa3dba62d3b201b434bba29553fd1deb0f8a14f493e1f0337241651e23d81a79cbc2b24a73df64bde1a1394793be5809ca3caf1c9bc751e3270d47d6e3b2e80c49e3c16593fe99329112c2d563e567fba0617c1f13d93648e48183db33d229911ce0244913bfe49abef70d2ddbc77eaf41f30fb8b3bcaeece47c032533f052e9cc1c72bc43dc3e890f64a964f3de888a19df8e5373dfe7bda70f5a4863aca0e3b9e373708bcf9d302c1772582ba822484d0117a583fa6f2e402f67fbd3daba4f3029a4a763d54b74f824f9f603dd25ba0384d91d53a34a32baf164b3f3cf4d477284e4bd2ba;block -> ;radial -> 7b6cd5
/home/breno/codes/cv/hash-similarity/data/original/4f4ae987-174f-40ee-8b9e-7b0a0ee5a325.jpg;marr -> db41d93e4fc6c36527d909cdb271b99be1c9ec6da4d699249392c933edb6d7c05c989a1f92767689b1fec1932492132da36e0490b72417ae4b7e4e2025e1e4e070381801f8fc7e3f;phash -> 1d54f3293cf3fbfe;avg -> ;color -> 83d1be30108c6b3fb573d418b116613ec656e123b5570e3eb989b0f1c0e91a3ee43ba1d0c966403ca551313e8b9b4ebd2053cfcdafcc213cd0fb0fe055a8563f23ed08eadbae363e978ca8531fcec03d3c9033a9683bd83dbbea5d;block -> ;radial -> 75ff67
/home/breno/codes/cv/hash-similarity/data/original/0f4b8876-2fc0-4f6c-bd9d-96bf9b7769cf.jpg;marr -> 24b6e7679e0f926db21bb18b2c72781f6d926d96fe1c8f86e771b64936b60d18381c9bb7db36e480b718fc4edbdbb666e17c381f0ff8fc64b85dafc6e38c8624a481fc81f8fc4fa4;phash -> 20d8dd6a5798d5e4;avg -> 91025cba3e6f6be5;color -> b88a948f4d5b773f62e7e36aad14ab3ec782e208fc72263e708c204c43d7583e39a681e09f33a93cbd1e3501f8ccb53d20a41f8f535288bcf4a8eebf6df7573fa1714e9d9ecc463e115f7dd3edd9b33dc4862271bc;block -> f3e7f007e0;radial -> 5594ff444e757d42
/home/breno/codes/cv/hash-similarity/data/original/7258f53b-fed2-45c3-b771-18633da56361.jpg;marr -> 6c1249e4f93f8361f8ec127b1c9d26d936dbfa124b24f93ed997e0d8125b74ffc6c19f43d2127a07913f5a766d931259e59e06d1976dd2126064f9310e164b0f9246ff81b2246e27;phash -> 02d5c90d34232c98;avg -> ffcf36d33ef82e;color -> 01d0811333367e3f2253d145df6de03ef32bc02e9b686f3e25cdba3187f31f3e0b684d0d81146f3cfc50db78d4b2843d0976fd2bf71570bc06752fc979d1673fc7f35bc6449baa3e24e0c426dc75ab3dafea609fe9e07c3d8473cf6db8840e3b4d621e5035ffd73c9ad23be62345203b5e60ba2c3e574e3fbd071486b0b7f93d86b70ea6f508973d2548255b31477b3d9b38b6a07137153be4a1eea50fb872bc82527590b551e43a30368699fbb6503f;block -> fffffffffffff807f90ff85f1fd8;radial -> 8eff4a
/home/breno/codes/cv/hash-similarity/data/original/3f0cdb05-7b80-47ca-a2da-e4c476d7b86c.jpg;marr -> 9252db53b26361b2c9d22db91d;phash -> 015bfe1f86e0c4c4;avg -> bffffefede413020;color -> 0e2671a3dd8f5b3fd7a4eb570e7aa03d66f6a1c4b2981c3d445c6ee6b287ce3c7818326767eed3b96fe9d6789f76a4bbf0b70692910173b96a2b597581bd653f65e3860a42b3113e1d;block -> 9fdfdffffffffffffcdffcfffcfffcff9cff86ff9e79;radial -> 8cff046fc0b641
/home/breno/codes/cv/hash-similarity/data/original/712f70d1-56c8-47d8-a4d8-e53a2eb60bea.jpg;marr -> 1b4b36de727de0742ff679381c6d20e03e1f9a49bc19bec0df300f93f23c1f01c78075c9d249b91f8fc6c89ff8da458763629f1f480fd26d98de48193e6cd813ec;phash -> abca70376cd1966d;avg -> ;color -> ;block -> ;radial -> aa5c
/home/breno/codes/cv/hash-similarity/data/original/9f97de06-677c-4bba-83f2-3f4f0dda6c0a.jpg;marr -> 9b4db6849f4324b6dadb6d368c92db25b65bda6936849258adb6d8da6d3684965b61b6d9da69348492596db2c9da6d348492592cb6c9da49a4e5b6d964b64ddb4984ec96c924b65b;phash -> 1001ac225259a522;avg -> ffffffbb;color -> 392b1d3ec747603fa4c852c5642d4e3e1be320bfd9beac3d6ac9f533215ebf3d524df150bcf780bbd5e4ed504791e3bc987058e7951b78bb251d99d849035f3f11207ea41018863e3ea4ee39e1cd033e6b4db7372cf6023e166862ec9453163c3549c0b5d3c74cbd80c87650ee83f5bb2c77eb9e03f1503fdf5dc2ecd16e813e17aed5fe45c5c33d06a6b5a88744b43d1fc9c561846a813bd590a72f12ebfdbcaa;block -> fffffffffffffffffffffffffffff8df;radial -> efcc22fe3ffa
/home/breno/codes/cv/hash-similarity/data/original/30f8e4c5-1c22-45af-9952-8af462f91baa.jpg;marr -> 6cb2592d92492648926d92492d92d86ec8936c924920b2fb6648db6c92492dbdb36e48db2d92c925b9312648d82db2492db16c936cdb6cb2492db93c9b48d26d92592c9fc691a4cd;phash -> 5e83a178068db833;avg -> ffffff8301;color -> 97992ca2d325603f32892123ddc48d3ec8ab78f3d834ed3d343d1a3f80a7d83d0794b697776591bbf8cf3c6b20ba20bd9e2ca37f1f28cd3bd81998ca91e37e3f1c3d113cc4d9c63e96762d26d331543e5f1b63998144193eebaf5e5c11d0603cec5ea23ae25285bd699ce69c4cd3473c166fac1c2712503fc0f87d068c91173efec0136fa487a03dba1cdd1d7350a73d;block -> ffffffffffffffffffffffff1fc00f8003;radial -> 55ffb7
/home/breno/codes/cv/hash-similarity/data/original/2795f60e-ebef-4319-9c0d-e01643b5998c.jpg;marr -> fa323f1d8d349f603be476364c9e479a6e329389d6c4b2d8dc0e1f24f64b6d88d82fe9f82492c0e13e096e4fc01fb6db6d90b06fe80f6cf64064f8592ec8590197c4fb41c87e4e1f;phash -> 8a61bff918074021;avg -> ff5f070610031113;color -> ed6c88064512623fb45afaf0ff15573e7340ed96f787f33d44143f5bfc36e93dfedc4d6de75ae13b3644f0c2e2e918bd69f09ce7cd9de1bbb2112bd3e074713fef66fb43eeb4843ef78656f0f125013e0b1bf1059680db3d499865e681a2d73b15f5d5641f04263d88f487f01581c7bb1c9f729878c6553f1e7476f66d76533eda5e48fcd4a3d43dbc3d7e24d7e4d23d80d1b4ee94876c3b2d341559666fe1bc3d98ff55664db73b22f84236d0d8563ff97fab631748543e28dc0180bdc7d63d6ea96b91d69fd63df0e9b939acc16cbbc152b5784a82e6bcb81d2b025e0bc03b9e8c6fb65d1f563f3e96fa2debccb23dd9e9833af4ea623d06961726a2dd703d59853f9b26aee83a025c8da0f63d4cbca359862a59fed3ba2141aa36bb43553f6337031075354b3dfa70cd701ce95a3d039e051a3daa5a3d3ac2957e553fb23af0894bc3fa5a01bcd71fd5bd2b5fc4ba;block -> ffffffffff7ffe3f7e103e103e;radial -> 85ff
/home/breno/codes/cv/hash-similarity/data/original/8615f14f-5609-4e41-9657-19158aa3695b.jpg;marr -> 85e13024b65f6ba5d8f2703f1f4f86db49c81f1e0f23b1fe8648c9db7f07fb0db16e4c49f44d04edb9206c9e276302c7e5b1b87c9e27fa7c3b7e093fc3a12599064ff27d349cb72d;phash -> 9e9f4b404c4e088a;avg -> fb731343d0c41e1f;color -> 7cce0ed3ff11723f1d79d4b37276993e9cc11b06fc84203ed8f8267b1722333e774262e0efef673cac92442bd94d4ebdd4ecd2d9403162bcbb7a6bcdb1a9593ff59f6d87ac58783e616bfe96ecbdff3d041ff6c850dcd53dfacffc607009c4bb822e7ca0b3f31abd83d93c46b8e5cd3b26aa6979e428523f081c9e863048213e64c5c3df5a6f983d7d1fa26e5290893dbc082a06f0c523bb9a6b2d7672bf943c2c161e923a2824bb92ccaa1654bd543f581e4283f6b1293ec3e6ec440c6cb73d75d35bdaf8ee6d3dacc20e69ed37eaba84fdaeed1aeb54bca37f61f95d3411bbf2dece672fb5533f76b624232a;block -> 0b2e0fecafa7af273b330b0103200960;radial -> 5bff
/home/breno/codes/cv/hash-similarity/data/original/6f28fcc6-ee7a-42ac-8e1b-c7a22a8b4a32.jpg;marr -> f8783e1e0f07c3e0c9f2783c1f0f8783c0dbda79369e0f0783c0dbd269349a4d26d096dbda69b4926d2691923b934da4d2693498b6be9b49e6d269383cbf3093cda4d272797c0e5b;phash -> eb3c565bb4d338f6;avg -> ;color -> 8f7a05d05245583fd4e7ac5c7f76773eb3fc43759f0bdf3ddcdec039e142b03d6c0748150841563bf017f8b0f6c2d03cfa9f1a6556aa86bbe4e1d9a1b7845b3f0a3e1bbc1666863e1699cae19bd1f73de9035398496ec13d0fc73d85b149943bc0310ae85b7ab43cdc8e10e174b5ad3bb27e4f8f1b7c6a3f18c4a9d81b7fa13e2e8064338f3afa3d05d90f53;block -> ;radial -> 7eff35
/home/breno/codes/cv/hash-similarity/data/original/35f6fe56-e384-4f3e-81b7-1bbfd2833c1e.jpg;marr -> da6d349c86cb6d92d9906d2484f25b6db2594b6d2420f0397be0dbdb6d0925fdb7024ecbda69093f0d932749c0d869390c8d013b41f8ece93c9e0e4b646e3ff66d349e064b25b7e4;phash -> 4da739b3cc661933;avg -> ffffffe7e7fb7c30;color -> a2d97dd89ae15e3fef186e562e2b673e01503b42e36ec13d202c67519820ca3db9db3db13218a0bbee63875802ee05bd76b63dc02fb78a3b4c7a069672ae653fe1b868bdf18cd43d9cab73fd137d093e5ce3571b3da0013ea30df732a277123c01d2a6b2719af2bc388c0e;block -> fcffffffffffffffffff7ffc3ffc1ff81ff83ffddfffecfee0fee01f400f;radial -> 81a2ac
/home/breno/codes/cv/hash-similarity/data/original/359f90ff-2b3b-4fb3-bee7-69f029c7b512.jpg;marr -> db0276c4b05a49b324d252368492fad893249b126485b2f6e0d3b4da1fe16dbd21249fa4e482fc9d99312493b46cb6648c9cced1b3a46cb6e484964ed897a62587e4c48366d9b736;phash -> 1ecd;avg -> ffffffc31918;color -> 48c2a8d4ff04633f8660198ff60a2f3e14ce9ec71801d13de0b52045a62ee23d30a8dcbf602d79bb24607b06b8ece4bcd62241644c3fccbb52bedfae7327693f5137fd07f4d2703e0aa5d769e063fd3dbeab654e3981063ee321dfa7e26c193cb242ce3b9d62413d8c25a82d765fe6bb75075d2a24dc583f2e17cfb02624473e14458a80423be13d2e7ffcfca4d6d23def8b6a2ddafcb63bd23d05307e04;block -> ffffffffffffffffffff7fff1ffe0f80c301e103c003;radial -> 5190ff68530f
/home/breno/codes/cv/hash-similarity/data/original/505fb7e8-156c-4acc-a3d5-4062fb2f1cdc.jpg;marr -> f00dbc1e86cb65b7d8da6cbc1c865b25b6d90381c1e070381cbff013c9cb85b27b6c78271b89a664f258ff6de49b4db91c82791fc21f13ed24c072387f93d8f049b69c0e07;phash -> 462b784f920c6730;avg -> fffeebf78787a01c;color -> a58a53ac568a613ff57e5084013d7c3e58d9ef62f4f0f93da2e772b613b1b83df84ffcad9882733bc00f3bfa252d9b3cf454;block -> ff9fffbffffffffffffcbff91fd91fd01fd01fd01fd41fc0;radial -> 57acff
/home/breno/codes/cv/hash-similarity/data/original/29fbfa45-d602-4a57-9fe3-6540d164df27.jpg;marr -> 926dad36d923276c49926d897499212f6c4b9249b9049923276c4b924903e6c922d81f2d922e8932492491b32493593e04992763d96993491b6499236e485b92491b4499236648db;phash -> 6666329a9b988e87;avg -> dfef07ffff05c61f;color -> ac0e81d1a5b06a3f724c6ef369973c3e25877210d4abb13d5e3f11b77dfbc03dc0b7843a4fff2abbd93acf6baa43d93c5f2e5219efff89bb825b3af5075d793f1e0793da2f0ea83ea42e3c7b6b64fb3da42ca68485a7013e446499eea79903bc714a7ccc2f8b5dbd670f1807b62a0c3c9a4519ab2f234d3f1d684f05f09c0f3e4b36e9480725593d5531b2f181f53e3d03cd026a35f3923af612f577f8f34c3c8efaa4431a3993bacd42d960d5304e3fbef0b138034a153e92dd342660fb5f3dd088eb74b9533f3d8077b13e0ebf873aa71db4178eb44d3c1ad0cee8499f9cba7a4b4fd6351f553fb37c3b9aa0cdb13d2e2faa591a02113d30a4cc1545c4173da9d4ae0c64863a3aecd5f9a8e62beebbf255f00f97722bba2d54997a10fd553f253e690ae182ae3db7901117c064123d8bd69b2967072c3d4a9263d2fb3e4dba8d0ddb1f3e330b3c3fbb4726980658ba;block -> 07;radial -> a8ce
/home/breno/codes/cv/hash-similarity/data/original/193fca0e-f464-4b5d-9acd-c9eee324b665.jpg;marr -> b142769e8178dfc03a9c92f8a59a4f646d1bad01e745b9b25f46d80d93c1e1b6ddb3703f0789db3c9d089b9037db493483f27c99b34a17ec0beda136c2480b4dc8c17d8e4582485b;phash -> d3302fbec7a37383;avg -> 30a630035d587594;color -> 3278f7b2bd2c783ffaf7533562ba2d3ea42278a562feec3d070aeedff6b1f73d9eda2a8d21c8ea3b6c34d5887e2be23c83f183e4a8f5f7bb873db3240934523fcfa56366fcc4;block -> ff017c010701042b501b60083e0228;radial -> 6959ff75862571844e
/home/breno/codes/cv/hash-similarity/data/original/15fcbe48-b2dc-4fcc-85a6-23522afc38b2.jpg;marr -> 6489a4da06db659326db364c8491b9b24db21381f32d9e4c9364d9ccb61b2491bc99a736fc7659;phash -> 84c9c949a999b5bc;avg -> f7c4c0f8c0c0c0c0;color -> 665abfab16e06a3fc563e636aec8743eb58487aa1469b63d9a7aa9ac6416a33dacf0dab56e5561bb48ed1e64d855e53cca8a728850b72fbb2d84dfd2f358753f6edb2f2a4494b23e09cee4c8a311363e92d87fcdee89033efe2d84db3061253c23784ea3120e63bdbaa4b284c1ca2c3c30a0bf385812663f40;block -> 98ff1cff98de10fc;radial -> 77
/home/breno/codes/cv/hash-similarity/data/original/52fd8eef-266c-455e-bbb7-18096d39848d.jpg;marr -> 0fcdb685b27ed0bfb61b49348d959926779bdb49a4cdb6c83fb1d89b4da484b363265327db49ada7c259249b37db49a4cdf2c9f3f0d9db49a4cdb24e58ca0bec4da4c5b2e764f1e0;phash -> 0423599850250789;avg -> ffffff4048;color -> 508fd439f392623fbba2d3c8d3145b3e22b6366b6a1ce93de03ea0efd68ad33d8c3e8d0cdc13c33bee8a65314824093d78b9c1bc5c1687bb948385986eec5c3fd6d92b2802ea573ecde7b360e21fe43d8aa2c9a24125ef3d196a7a5699b0e73bb89aaece57ed153d44e55ac0a1d2c6bb0831c21216de5c3fcaf89fe69283873e93b43f7212dff33dfe9c94e0b10ef73d3af6204e32adfe3be18c561dde4d41bdf820a7545fe3c9bb6d7afeea27ec5f3fe013f69010f5903e5258012e0d80f93dc9f648573f18fe3dc9e28aa2bdff093cad40b6a816ac49bd30272ed7e9d1cabb18c9efdd7838563fb2505f17d6db033efc6874fca9ef613dfe50ff1b6825583d85390ffd5dd5c53a681f0aba09ea62bcd17263497f3ca0ba10fc0e6a524b553fcd01acfddf1df43df76a9d58ed9a683d4acff4f49f46603d969b15f9fe5ad43aa44353ed8f38623ca0c91c7642376eba;block -> fffffffffffffffffffffffffcf4;radial -> a3cd2769364f
/home/breno/codes/cv/hash-similarity/data/original/62822ff8-9711-47ed-a1ea-def8463e70e1.jpg;marr -> 9b7e1b3c8db2da484bdb0fd92b49b4903636c878097c2da0ddb22d6cfd1b3f89209191f42609897d09b6909733da327d0c99b36c2fcd9093f90dbdb36db32f647e4165bdb36d36d9;phash -> fc607d49e4bc019d;avg -> f37c0a;color -> e6dbb340aa65763fd7f7f37bb8cbb33e6a50f5d9363e233e0353bd473869383ebe6b626fa75f77bc017e59e8e9f09a3d10e27fd0f1ea23bc0e59efaf9ca7693fa277cd72f1f3713e36e59d772a86ce3db2c81c7034ccd83d2a91a45e8f5f923b3eea07d2234f17bd5e92136b94ccbd3b880d;block -> c0ff2bdef3bdfb03bf01;radial -> 85b704
/home/breno/codes/cv/hash-similarity/data/original/0ff20c0a-3909-4e91-bf17-97ed671d319d.jpg;marr -> f86c1b33cb44949724e476793e6f4480bfe9b212693f0f016d9049e0126d9a4f836c97f292926db246cb2769a4f0126db262792649210197c5b2707939a4d80f87c97e4e016f6cc9;phash -> a92bd3a9a9a696d6;avg -> 7e3c;color -> 2afb42c851326e3fad7a2d5f97969e3e305730835db2f63d5d5c;block -> fc3ff83ff81f800f;radial -> 587f
/home/breno/codes/cv/hash-similarity/data/original/5745ffa5-d5b8-4f4d-9166-ed99a424b86e.jpg;marr -> d1acec81bdb66693497cb204ed2d264cba36648be6cd99b52761a605e938e37db3582ec8581319017d225a68d193e9321996de4c9725d3e9193646d924b636f803c872726965b1c9;phash -> 0ae5525d805a3377;avg -> de73cb7853783125;color -> b4654e6f71a4813f8ad5fe569d84643e80917a8f7e0fb13d29094e98c141b63da0b388dfadd5603b180bcb5f5196efbc86beef0f31c4793b151f49c890d84f3f6f9ba2f7fca7013e6124a08d6e01783d993d6464ae5e0b3d904a3b8cd8245a3a31d816a6fbd4103c29206a95cfaa50ba9d9fba401858513f40bf1475ca01073e96d16c63b9457f3dd38b8460e361633d5ecf777d8622da3a4a7863163d5b6abc4e3a8cd3758de03a07ccaf5858f0553f96ea49151e12163ed3c67956d961993d9622e0f2d22d753de66ac745c127013bf2ea9ce7cd2e86bcd2986e71ad72093bc4fc43457404523f33018f0b35bda43d04ebb5ab1235e23cfcaa909bd482083de4f320c7387607ba51c05325743cbfbbf2d8d142874a063af648bf32dce45e3f81129ffccd83173e9ae69627355f093dba5df9077830653d473035b31127adbaf78603b37691643c9fadbbff2b4a93ba;block -> 7fb6679f3f7d6ffecf7fff0f7c3b6c3f0c7fff776a7dc70f470460;radial -> 4b3f980dff5c97634a6c94ae7e
/home/breno/codes/cv/hash-similarity/data/original/a6a7f52a-89e2-47b4-8698-41e4c9f0a9fa.jpg;marr -> f8690b7360785c37b4d20e40e5ff8781b7279912fe9e;phash -> 7d4f2250e5a89b70;avg -> 2fabb7f5d9baf8e3;color -> e8e0caadc7f5713f89899de2bd679f3e380de5d9ef7e303eeacb6688ccb6073e3965aea9939c2e3cd1185b376aa55d3d1c9ce1dad3f42bbcdf9b60e3cc0d733feda3c0c2b393c23e3f26c7e0f525223eb2564493d055203e589ac993a05451bca9bdc720f5e3833dfa41569b9e8a273cfe83c69881a44a3f726e6dbf7fbdf93dbac436eb9e4e143d48654f78e8164f3df04cf03f376c72ba7f8fd7fd1be43fbc81a833b8c0a290ba6aee8b13b6684c3fac37b1679b060c3ebe05296b1dbd2f3d50d0fcd2214f403d67778f59e08e533a82c9d365d9cd4bbcdd6cdc29d30f87ba5a84;block -> fa0d7f0cdfcd8fcce7856fb537b333f0d1f461d4208f8047;radial -> 8c97
/home/breno/codes/cv/hash-similarity/data/original/a866ab91-d761-494f-a186-34b3260488e1.jpg;marr -> d2125b76d1b5264924dc5a527916cb6e49b0b212725649336f484b9212db6363c2cb484b9392d97d8923625bb013165b3349b0ec4cd90392cb709db36e4cd9a696c964bda3666c6d;phash -> c2a13d1a61429421;avg -> ffffd62714;color -> a0bfca4cc4906f3f76453045360e613ef542c565725b3d3e4286e5aa27413a3e8169ed66ba3b863c3e830e0caba672bdec05c590c1cd633cf413eb1eb9f25f3ffce1cb1d8f46933e93628387709ec63da41fbe87b69fed3d72d31e37ee60d3bb03d62ff894a611bdd43b77a97331cc3bae625b0ea736513f588e6bca6b28243ea0a7041649eeb23d1f900b05a451ad3d027212b9547c6d3bc002119225f0c53c8cb96555679b4f3b4c660577c2b9523f216fcd2a9fea2c3ea3fc5a312d7cc33d63712cf38bf7bf3db06165ffd493903bfa0e322532b8da3c74485f;block -> fffffffffffffffff0fff4011930600480;radial -> b5ff
/home/breno/codes/cv/hash-similarity/data/original/a4ac48c4-c2fc-47aa-b7f2-00755c9190a7.jpg;marr -> f87236db6ece91a5d2da3676db6694b769a1e4b6769b4db12e5a5b2482c6e0b0f9db48df37b6f6d64f27689724e41276cdbd213cb7b40f92d2fb6161264c0f1383f6db02596c6e1f;phash -> ce3133cd65338c60;avg -> ffffb7f0f0671f03;color -> 6e98ecc9e016633feeede4cc84e1823e6e27a542ab60;block -> ffffffffffff7fff20f9bfff30fc3ffe3efe3fff3f3f1f1f3e037f;radial -> 84ad78
/home/breno/codes/cv/hash-similarity/data/original/a6b8d552-f709-4efa-bac5-79b256d01927.jpg;marr -> 2c76361a6e27039049e4763f1f8fc41c9ec96df936dc0ec6d096db6fedb261b3606c6edb6cfd9dac92db9780db6cec84db42d9b45edb0fb6e693365c98161f1b35f4ada2dc909737;phash -> e1610eaa2dedc91b;avg -> 8e04fefc1c1414;color -> 0ae99d8cf8e4863fc4189eaadf16c13e6323a18ad763553e688344bffe47213eb4e37160d63d63bc9ebfa09452c17bbde152d8b67a2f663ce809e3b5d675533f8f365989acc7393e41905dfae998743d857a38d4f2c7923d481a068340cc16bb62fc2aca7673a93c02f76651991324bb8a4f482f471b5c3f2dfaaf0f89057d3e0252360398eaf33d21fe2089640a933d704b5765f07660bbb364e1b7e8efd73c6235169bf24e60bb6835910fa353623f4716a7f7b9d6843e7cc3b3e2b12f083e881c914d749dad3d781307af396c663be9895f14ee8df73c568c0994109c98bb52f747bafb3e533f808f88bd9cb9e73d41fd18de37ab343dac87fbb49734423dc0faa0835d4e8d3a909cf0b814b82cbc8e2ae9c33e7e753ae73e146d923c583f455e237c3dd4f33d5dc518182ab24c3d3aed81b9c8466b3dd0c9851c2551d63a408e8d412390103c80ca7d31c3cfc0ba;block -> fcff78f838;radial -> afb36560ab
/home/breno/codes/cv/hash-similarity/data/original/a0bd8415-557c-4483-af48-872762151175.jpg;marr -> 256d349b4d2525b2dbfb69369b4d236d92dbdb69369a425ad992dbdb6d349a4e462492dbdb49a4db69bf65b6dbdb49a6d3624c91b3dbdb4da4d369b3609e4f93cda6d369b12c969b;phash -> 19cc66399a66a79a;avg -> 40;color -> 92f9256e1db1593ffa9fab08a67ae13db68d0d4fb934333d96debc512496543dacaf;block -> ;radial -> 545e9a31d4ff710847533f
/home/breno/codes/cv/hash-similarity/data/original/a02113c4-0350-405d-b3ca-88fea68e99e7.jpg;marr -> f06936de46492653f89b693c9b025fd3e81f9b4d0123664fc0f80f9b69892966f87fc81f9a6d092b36c7e252c9da698d8f84bf23b2ceda4d369a064cd990c69b4db48b66de4e4ec8;phash -> 25dbc0fa96acdad3;avg -> 1073fec3db;color -> cac36e09eb03833f76a039529814353ecc78218bbe0ff93d82dd4f326cdcdc3d8f3527af9b3fd83beb45cda9d0a0febc902408e8237c83bbfd718e9feac05a3fa2d860d5b26b283e58305a315c4e913da9debdbbfce09b3df7718da5d0cb383b5c98c00f01cba13ce6cc3c667c273d3be060ab0c0b6c583f2d7693e5f67c543e374475ea424d723dabd7b16015d7953dccc90a7860ad22bbffb8925c84b1c8bc4df46855e2e523bb34623f24423b5c3fbdcb875085725e3efe67c0b8c53f7f3d7a992da710a3963d6eb8c5fcf8cf32bbbc3340ea32e8ccbcf0af173b54b1d23a64b71ccf8ab3533fd43e92b28aedb33d40fedda308a0233dd376099653623c3db0248cb0c1707d3af9e335961b311bbc5b85cb434908493a7d8e42d8c239583f77de702b5237e13d7ad6288244fe363d8520d634a917613d6c93f7e77af0bd3a8c1d3cc9e4d0573cf8c7808cd1d569ba;block -> 02;radial -> 592040ff070fb20129735e8d0e
/home/breno/codes/cv/hash-similarity/data/original/a8c4680e-8533-4cf1-9024-13aae5abfc67.jpg;marr -> db16c9217078da6cc89392c97231389a4d031e0edb2360bed9b027c330c960fd86da484903b1993e40fed892492793c3e3e1bed8da4d2d86c72361fe9807f80d8f1b1e0d02df9138;phash -> 1a331321044ce40f;avg -> 1f3f13;color -> ;block -> ff07ff07ff07ff03ff030f;radial -> 87ff
/home/breno/codes/cv/hash-similarity/data/original/a243040c-2a8d-4fb8-87d7-54ae4028f965.jpg;marr -> f049248d925b2d9336b27c248db6cf63f1d9926da4859fc703b04b926db6c491b07cbfb49b6c36cd91b781961f9b09c3ed9078ff681f9b0bc8b46e4d2db20f1b83e4c37038dc0ec6;phash -> a203406826339346;avg -> 3fffdf4640;color -> e5f397439a39663ff432584f38b77e3ed6c1324d87790f3e86ee248f8a05f33d94c98a9b013d043cc6eb01677af339bd0cfe1f520866ddbb603595f3ccc1773fa23898fefec5c13e48914060d2cf533e403c1391dbb0143e68d5380ddbf6413c95bbe538f24177bd1d9a139dee9758bc0c5d29fc7c15613f48ec7cd3d60e683ec56a09ce4588f43d0c;block -> ff0fff3fffffffffff77ffd7fe1f0430;radial -> a0ff
